0,0.022375,-0.645610
0,-0.565594,-0.580222
0,0.610344,0.306155
0,-0.844587,0.341867
0,-0.434886,0.012009
0,0.683574,-0.635979
0,-0.334373,-0.112330
0,-0.606143,0.037336
0,0.745509,-0.253280
0,0.175730,0.554047
0,0.154203,-0.370984
0,-0.741309,-0.681937
0,-0.700759,0.713017
0,-0.437187,-0.725530
0,0.623860,-0.667407
0,-0.093307,0.605431
0,-0.815650,-0.405853
0,0.728158,-0.179829
0,-0.329817,0.819797
0,-0.490918,0.709993
0,-0.742104,-0.227847
0,-0.362846,0.502321
0,0.671168,-0.253280
0,0.664410,0.357013
0,0.745509,-0.253280
0,-0.370455,-0.414976
0,0.515728,-0.347730
0,-0.687243,-0.216953
0,-0.653451,0.146317
0,-0.538561,-0.747326
0,-0.018175,-0.754591
0,-0.266498,-0.787867
0,0.765784,-0.485772
0,-0.139823,-0.500303
0,0.167043,0.581543
0,0.863622,0.678506
0,-0.565594,-0.442180
0,-0.754825,0.226236
0,0.504664,0.501957
0,-0.380075,-0.113744
0,-0.223429,0.611120
0,0.531428,0.420623
0,-0.011416,0.662159
0,-0.912265,0.681770
0,0.634517,0.612125
0,0.576553,0.582240
0,0.704960,-0.740061
0,-0.673726,-0.100706
0,-0.734550,0.306155
0,0.258914,0.596771
0,0.522486,-0.238749
0,0.772542,-0.267810
0,0.633310,-0.080838
0,0.133928,0.587831
0,0.015617,-0.645610
0,-0.045208,0.727548
0,-0.599385,0.291625
0,0.677927,-0.740061
0,-0.734550,-0.551160
0,0.671530,-0.681429
0,-0.754825,0.095459
0,-0.421550,0.299115
0,0.610344,-0.413118
0,-0.518286,0.378809
0,-0.331830,0.109548
0,-0.443945,0.502321
0,-0.016386,0.510794
0,0.002100,0.582240
0,0.664410,-0.318668
0,-0.216128,0.898204
0,-0.768167,0.608950
0,0.177815,-0.529364
0,0.691443,0.284359
0,0.677927,0.364279
0,0.576612,0.614936
0,0.473713,0.556811
0,-0.666075,0.700514
0,0.533391,0.542557
0,-0.645333,-0.465705
0,-0.335356,0.637385
0,0.691443,-0.594753
0,0.529495,0.496915
0,0.333904,0.633296
0,0.515728,0.226236
0,0.515728,0.226236
0,-0.754825,0.509586
0,-0.389879,0.502321
0,-0.619222,-0.223891
0,-0.727792,-0.173360
0,0.157540,0.596771
0,0.581221,0.712047
0,0.042650,0.691221
0,-0.518286,0.676690
0,-0.694001,0.146317
0,-0.504770,0.676690
0,-0.814473,0.200630
0,0.664410,0.357013
0,0.583311,-0.456710
0,-0.274989,-0.660141
0,-0.125831,-0.777402
0,-0.112322,0.476071
0,-0.592627,-0.093441
0,0.576553,-0.246014
0,-0.802133,0.509586
0,-0.403396,-0.616549
0,-0.278460,-0.809322
0,-0.572352,-0.100706
0,-0.154065,0.770913
0,0.538942,-0.417317
0,-0.344599,0.843425
0,0.698201,0.262563
0,-0.734550,0.647629
0,0.637689,0.647521
0,-0.660210,0.139051
0,-0.221857,-0.617750
0,-0.792587,-0.584432
0,0.389809,-0.308259
0,-0.309416,0.386081
0,-0.249486,0.770093
0,-0.258008,0.415485
0,0.536003,0.596771
0,0.204848,0.713017
0,0.242874,0.516923
0,0.468420,-0.514834
0,-0.518286,0.415136
0,-0.734550,0.596771
0,-0.511528,-0.325933
0,-0.079188,-0.489903
0,-0.694878,-0.630636
0,-0.546008,-0.642205
0,0.580319,-0.473372
0,-0.372191,-0.907456
0,-0.381434,-0.014494
0,-0.979999,0.621890
0,-0.214164,-0.725530
0,-0.865892,0.246058
0,0.110232,0.589506
0,0.552942,-0.308204
0,-0.518286,0.465994
0,-0.563620,-0.233279
0,-0.051966,-0.747326
0,-0.476072,0.580156
0,0.664939,0.535525
0,0.089167,-0.624412
0,-0.159491,0.275077
0,-0.781858,-0.565691
0,-0.491253,-0.442180
0,-0.646693,-0.180626
0,0.603586,-0.652876
0,-0.531803,-0.500303
0,-0.558836,-0.660141
0,-0.579110,0.495055
0,0.190587,0.560702
0,0.171057,-0.609284
0,-0.600935,0.868913
0,-0.198479,-0.686680
0,-0.761583,-0.129768
0,-0.606143,-0.253280
0,-0.648799,0.836329
0,0.530023,-0.610670
0,-0.666968,0.313421
0,-0.317933,0.543404
0,-0.329055,0.611302
0,0.698201,-0.246014
0,-0.612902,-0.398587
0,0.387321,-0.718264
0,0.610344,0.335217
0,0.623269,-0.487391
0,-0.628369,-0.400647
0,0.828712,-0.572796
0,-0.740639,0.206201
0,0.619451,-0.511328
